ghi,period_end,period
457,2016-11-20T13:00:00+00:00,PT60M
443,2016-11-20T14:00:00+00:00,PT60M
322,2016-11-20T15:00:00+00:00,PT60M
147,2016-11-20T16:00:00+00:00,PT60M
20,2016-11-20T17:00:00+00:00,PT60M
0,2016-11-20T18:00:00+00:00,PT60M
0,2016-11-20T19:00:00+00:00,PT60M
0,2016-11-20T20:00:00+00:00,PT60M
0,2016-11-20T21:00:00+00:00,PT60M
0,2016-11-20T22:00:00+00:00,PT60M
0,2016-11-20T23:00:00+00:00,PT60M
0,2016-11-21T00:00:00+00:00,PT60M
0,2016-11-21T01:00:00+00:00,PT60M
0,2016-11-21T02:00:00+00:00,PT60M
0,2016-11-21T03:00:00+00:00,PT60M
0,2016-11-21T04:00:00+00:00,PT60M
0,2016-11-21T05:00:00+00:00,PT60M
0,2016-11-21T06:00:00+00:00,PT60M
0,2016-11-21T07:00:00+00:00,PT60M
19,2016-11-21T08:00:00+00:00,PT60M
110,2016-11-21T09:00:00+00:00,PT60M
221,2016-11-21T10:00:00+00:00,PT60M
351,2016-11-21T11:00:00+00:00,PT60M
392,2016-11-21T12:00:00+00:00,PT60M
483,2016-11-21T13:00:00+00:00,PT60M
351,2016-11-21T14:00:00+00:00,PT60M
171,2016-11-21T15:00:00+00:00,PT60M
82,2016-11-21T16:00:00+00:00,PT60M
18,2016-11-21T17:00:00+00:00,PT60M
0,2016-11-21T18:00:00+00:00,PT60M
0,2016-11-21T19:00:00+00:00,PT60M
0,2016-11-21T20:00:00+00:00,PT60M
0,2016-11-21T21:00:00+00:00,PT60M
0,2016-11-21T22:00:00+00:00,PT60M
0,2016-11-21T23:00:00+00:00,PT60M
0,2016-11-22T00:00:00+00:00,PT60M
0,2016-11-22T01:00:00+00:00,PT60M
0,2016-11-22T02:00:00+00:00,PT60M
0,2016-11-22T03:00:00+00:00,PT60M
0,2016-11-22T04:00:00+00:00,PT60M
0,2016-11-22T05:00:00+00:00,PT60M
0,2016-11-22T06:00:00+00:00,PT60M
0,2016-11-22T07:00:00+00:00,PT60M
25,2016-11-22T08:00:00+00:00,PT60M
63,2016-11-22T09:00:00+00:00,PT60M
202,2016-11-22T10:00:00+00:00,PT60M
268,2016-11-22T11:00:00+00:00,PT60M
261,2016-11-22T12:00:00+00:00,PT60M
253,2016-11-22T13:00:00+00:00,PT60M
242,2016-11-22T14:00:00+00:00,PT60M
145,2016-11-22T15:00:00+00:00,PT60M
64,2016-11-22T16:00:00+00:00,PT60M
11,2016-11-22T17:00:00+00:00,PT60M
0,2016-11-22T18:00:00+00:00,PT60M
0,2016-11-22T19:00:00+00:00,PT60M
0,2016-11-22T20:00:00+00:00,PT60M
0,2016-11-22T21:00:00+00:00,PT60M
0,2016-11-22T22:00:00+00:00,PT60M
0,2016-11-22T23:00:00+00:00,PT60M
0,2016-11-23T00:00:00+00:00,PT60M
0,2016-11-23T01:00:00+00:00,PT60M
0,2016-11-23T02:00:00+00:00,PT60M
0,2016-11-23T03:00:00+00:00,PT60M
0,2016-11-23T04:00:00+00:00,PT60M
0,2016-11-23T05:00:00+00:00,PT60M
0,2016-11-23T06:00:00+00:00,PT60M
0,2016-11-23T07:00:00+00:00,PT60M
19,2016-11-23T08:00:00+00:00,PT60M
46,2016-11-23T09:00:00+00:00,PT60M
74,2016-11-23T10:00:00+00:00,PT60M
138,2016-11-23T11:00:00+00:00,PT60M
158,2016-11-23T12:00:00+00:00,PT60M
250,2016-11-23T13:00:00+00:00,PT60M
310,2016-11-23T14:00:00+00:00,PT60M
264,2016-11-23T15:00:00+00:00,PT60M
88,2016-11-23T16:00:00+00:00,PT60M
24,2016-11-23T17:00:00+00:00,PT60M
0,2016-11-23T18:00:00+00:00,PT60M
0,2016-11-23T19:00:00+00:00,PT60M
0,2016-11-23T20:00:00+00:00,PT60M
0,2016-11-23T21:00:00+00:00,PT60M
0,2016-11-23T22:00:00+00:00,PT60M
0,2016-11-23T23:00:00+00:00,PT60M
0,2016-11-24T00:00:00+00:00,PT60M
0,2016-11-24T01:00:00+00:00,PT60M
0,2016-11-24T02:00:00+00:00,PT60M
0,2016-11-24T03:00:00+00:00,PT60M
0,2016-11-24T04:00:00+00:00,PT60M
0,2016-11-24T05:00:00+00:00,PT60M
0,2016-11-24T06:00:00+00:00,PT60M
0,2016-11-24T07:00:00+00:00,PT60M
51,2016-11-24T08:00:00+00:00,PT60M
226,2016-11-24T09:00:00+00:00,PT60M
366,2016-11-24T10:00:00+00:00,PT60M
460,2016-11-24T11:00:00+00:00,PT60M
512,2016-11-24T12:00:00+00:00,PT60M
411,2016-11-24T13:00:00+00:00,PT60M
293,2016-11-24T14:00:00+00:00,PT60M
245,2016-11-24T15:00:00+00:00,PT60M
122,2016-11-24T16:00:00+00:00,PT60M
22,2016-11-24T17:00:00+00:00,PT60M
0,2016-11-24T18:00:00+00:00,PT60M
0,2016-11-24T19:00:00+00:00,PT60M
0,2016-11-24T20:00:00+00:00,PT60M
0,2016-11-24T21:00:00+00:00,PT60M
0,2016-11-24T22:00:00+00:00,PT60M
0,2016-11-24T23:00:00+00:00,PT60M
0,2016-11-25T00:00:00+00:00,PT60M
0,2016-11-25T01:00:00+00:00,PT60M
0,2016-11-25T02:00:00+00:00,PT60M
0,2016-11-25T03:00:00+00:00,PT60M
0,2016-11-25T04:00:00+00:00,PT60M
0,2016-11-25T05:00:00+00:00,PT60M
0,2016-11-25T06:00:00+00:00,PT60M
0,2016-11-25T07:00:00+00:00,PT60M
61,2016-11-25T08:00:00+00:00,PT60M
226,2016-11-25T09:00:00+00:00,PT60M
372,2016-11-25T10:00:00+00:00,PT60M
474,2016-11-25T11:00:00+00:00,PT60M
522,2016-11-25T12:00:00+00:00,PT60M
512,2016-11-25T13:00:00+00:00,PT60M
406,2016-11-25T14:00:00+00:00,PT60M
224,2016-11-25T15:00:00+00:00,PT60M
141,2016-11-25T16:00:00+00:00,PT60M
19,2016-11-25T17:00:00+00:00,PT60M
0,2016-11-25T18:00:00+00:00,PT60M
0,2016-11-25T19:00:00+00:00,PT60M
0,2016-11-25T20:00:00+00:00,PT60M
0,2016-11-25T21:00:00+00:00,PT60M
0,2016-11-25T22:00:00+00:00,PT60M
0,2016-11-25T23:00:00+00:00,PT60M
0,2016-11-26T00:00:00+00:00,PT60M
0,2016-11-26T01:00:00+00:00,PT60M
0,2016-11-26T02:00:00+00:00,PT60M
0,2016-11-26T03:00:00+00:00,PT60M
0,2016-11-26T04:00:00+00:00,PT60M
0,2016-11-26T05:00:00+00:00,PT60M
0,2016-11-26T06:00:00+00:00,PT60M
0,2016-11-26T07:00:00+00:00,PT60M
19,2016-11-26T08:00:00+00:00,PT60M
104,2016-11-26T09:00:00+00:00,PT60M
256,2016-11-26T10:00:00+00:00,PT60M
308,2016-11-26T11:00:00+00:00,PT60M
281,2016-11-26T12:00:00+00:00,PT60M
387,2016-11-26T13:00:00+00:00,PT60M
251,2016-11-26T14:00:00+00:00,PT60M
130,2016-11-26T15:00:00+00:00,PT60M
85,2016-11-26T16:00:00+00:00,PT60M
15,2016-11-26T17:00:00+00:00,PT60M
0,2016-11-26T18:00:00+00:00,PT60M
0,2016-11-26T19:00:00+00:00,PT60M
0,2016-11-26T20:00:00+00:00,PT60M
0,2016-11-26T21:00:00+00:00,PT60M
0,2016-11-26T22:00:00+00:00,PT60M
0,2016-11-26T23:00:00+00:00,PT60M
0,2016-11-27T00:00:00+00:00,PT60M
0,2016-11-27T01:00:00+00:00,PT60M
0,2016-11-27T02:00:00+00:00,PT60M
0,2016-11-27T03:00:00+00:00,PT60M
0,2016-11-27T04:00:00+00:00,PT60M
0,2016-11-27T05:00:00+00:00,PT60M
0,2016-11-27T06:00:00+00:00,PT60M
0,2016-11-27T07:00:00+00:00,PT60M
15,2016-11-27T08:00:00+00:00,PT60M
105,2016-11-27T09:00:00+00:00,PT60M
213,2016-11-27T10:00:00+00:00,PT60M
290,2016-11-27T11:00:00+00:00,PT60M
220,2016-11-27T12:00:00+00:00,PT60M
172,2016-11-27T13:00:00+00:00,PT60M
176,2016-11-27T14:00:00+00:00,PT60M
144,2016-11-27T15:00:00+00:00,PT60M
62,2016-11-27T16:00:00+00:00,PT60M
11,2016-11-27T17:00:00+00:00,PT60M
0,2016-11-27T18:00:00+00:00,PT60M
0,2016-11-27T19:00:00+00:00,PT60M
0,2016-11-27T20:00:00+00:00,PT60M
0,2016-11-27T21:00:00+00:00,PT60M
0,2016-11-27T22:00:00+00:00,PT60M
0,2016-11-27T23:00:00+00:00,PT60M
0,2016-11-28T00:00:00+00:00,PT60M
0,2016-11-28T01:00:00+00:00,PT60M
0,2016-11-28T02:00:00+00:00,PT60M
0,2016-11-28T03:00:00+00:00,PT60M
0,2016-11-28T04:00:00+00:00,PT60M
0,2016-11-28T05:00:00+00:00,PT60M
0,2016-11-28T06:00:00+00:00,PT60M
0,2016-11-28T07:00:00+00:00,PT60M
14,2016-11-28T08:00:00+00:00,PT60M
83,2016-11-28T09:00:00+00:00,PT60M
174,2016-11-28T10:00:00+00:00,PT60M
228,2016-11-28T11:00:00+00:00,PT60M
397,2016-11-28T12:00:00+00:00,PT60M
436,2016-11-28T13:00:00+00:00,PT60M
353,2016-11-28T14:00:00+00:00,PT60M
279,2016-11-28T15:00:00+00:00,PT60M
119,2016-11-28T16:00:00+00:00,PT60M
14,2016-11-28T17:00:00+00:00,PT60M
0,2016-11-28T18:00:00+00:00,PT60M
0,2016-11-28T19:00:00+00:00,PT60M
0,2016-11-28T20:00:00+00:00,PT60M
0,2016-11-28T21:00:00+00:00,PT60M
0,2016-11-28T22:00:00+00:00,PT60M
0,2016-11-28T23:00:00+00:00,PT60M
0,2016-11-29T00:00:00+00:00,PT60M
0,2016-11-29T01:00:00+00:00,PT60M
0,2016-11-29T02:00:00+00:00,PT60M
0,2016-11-29T03:00:00+00:00,PT60M
0,2016-11-29T04:00:00+00:00,PT60M
0,2016-11-29T05:00:00+00:00,PT60M
0,2016-11-29T06:00:00+00:00,PT60M
0,2016-11-29T07:00:00+00:00,PT60M
31,2016-11-29T08:00:00+00:00,PT60M
109,2016-11-29T09:00:00+00:00,PT60M
142,2016-11-29T10:00:00+00:00,PT60M
199,2016-11-29T11:00:00+00:00,PT60M
195,2016-11-29T12:00:00+00:00,PT60M
224,2016-11-29T13:00:00+00:00,PT60M
218,2016-11-29T14:00:00+00:00,PT60M
130,2016-11-29T15:00:00+00:00,PT60M
75,2016-11-29T16:00:00+00:00,PT60M
18,2016-11-29T17:00:00+00:00,PT60M
0,2016-11-29T18:00:00+00:00,PT60M
0,2016-11-29T19:00:00+00:00,PT60M
0,2016-11-29T20:00:00+00:00,PT60M
0,2016-11-29T21:00:00+00:00,PT60M
0,2016-11-29T22:00:00+00:00,PT60M
0,2016-11-29T23:00:00+00:00,PT60M
0,2016-11-30T00:00:00+00:00,PT60M
0,2016-11-30T01:00:00+00:00,PT60M
0,2016-11-30T02:00:00+00:00,PT60M
0,2016-11-30T03:00:00+00:00,PT60M
0,2016-11-30T04:00:00+00:00,PT60M
0,2016-11-30T05:00:00+00:00,PT60M
0,2016-11-30T06:00:00+00:00,PT60M
0,2016-11-30T07:00:00+00:00,PT60M
18,2016-11-30T08:00:00+00:00,PT60M
143,2016-11-30T09:00:00+00:00,PT60M
250,2016-11-30T10:00:00+00:00,PT60M
260,2016-11-30T11:00:00+00:00,PT60M
259,2016-11-30T12:00:00+00:00,PT60M
246,2016-11-30T13:00:00+00:00,PT60M
228,2016-11-30T14:00:00+00:00,PT60M
135,2016-11-30T15:00:00+00:00,PT60M
92,2016-11-30T16:00:00+00:00,PT60M
13,2016-11-30T17:00:00+00:00,PT60M
0,2016-11-30T18:00:00+00:00,PT60M
0,2016-11-30T19:00:00+00:00,PT60M
0,2016-11-30T20:00:00+00:00,PT60M
0,2016-11-30T21:00:00+00:00,PT60M
0,2016-11-30T22:00:00+00:00,PT60M
0,2016-11-30T23:00:00+00:00,PT60M
0,2016-12-01T00:00:00+00:00,PT60M
0,2016-12-01T01:00:00+00:00,PT60M
0,2016-12-01T02:00:00+00:00,PT60M
0,2016-12-01T03:00:00+00:00,PT60M
0,2016-12-01T04:00:00+00:00,PT60M
0,2016-12-01T05:00:00+00:00,PT60M
0,2016-12-01T06:00:00+00:00,PT60M
0,2016-12-01T07:00:00+00:00,PT60M
6,2016-12-01T08:00:00+00:00,PT60M
30,2016-12-01T09:00:00+00:00,PT60M
69,2016-12-01T10:00:00+00:00,PT60M
179,2016-12-01T11:00:00+00:00,PT60M
272,2016-12-01T12:00:00+00:00,PT60M
180,2016-12-01T13:00:00+00:00,PT60M
138,2016-12-01T14:00:00+00:00,PT60M
184,2016-12-01T15:00:00+00:00,PT60M
104,2016-12-01T16:00:00+00:00,PT60M
19,2016-12-01T17:00:00+00:00,PT60M
0,2016-12-01T18:00:00+00:00,PT60M
0,2016-12-01T19:00:00+00:00,PT60M
0,2016-12-01T20:00:00+00:00,PT60M
0,2016-12-01T21:00:00+00:00,PT60M
0,2016-12-01T22:00:00+00:00,PT60M
0,2016-12-01T23:00:00+00:00,PT60M
0,2016-12-02T00:00:00+00:00,PT60M
0,2016-12-02T01:00:00+00:00,PT60M
0,2016-12-02T02:00:00+00:00,PT60M
0,2016-12-02T03:00:00+00:00,PT60M
0,2016-12-02T04:00:00+00:00,PT60M
0,2016-12-02T05:00:00+00:00,PT60M
0,2016-12-02T06:00:00+00:00,PT60M
0,2016-12-02T07:00:00+00:00,PT60M
29,2016-12-02T08:00:00+00:00,PT60M
141,2016-12-02T09:00:00+00:00,PT60M
282,2016-12-02T10:00:00+00:00,PT60M
440,2016-12-02T11:00:00+00:00,PT60M
493,2016-12-02T12:00:00+00:00,PT60M
487,2016-12-02T13:00:00+00:00,PT60M
423,2016-12-02T14:00:00+00:00,PT60M
308,2016-12-02T15:00:00+00:00,PT60M
158,2016-12-02T16:00:00+00:00,PT60M
23,2016-12-02T17:00:00+00:00,PT60M
0,2016-12-02T18:00:00+00:00,PT60M
0,2016-12-02T19:00:00+00:00,PT60M
0,2016-12-02T20:00:00+00:00,PT60M
0,2016-12-02T21:00:00+00:00,PT60M
0,2016-12-02T22:00:00+00:00,PT60M
0,2016-12-02T23:00:00+00:00,PT60M
0,2016-12-03T00:00:00+00:00,PT60M
0,2016-12-03T01:00:00+00:00,PT60M
0,2016-12-03T02:00:00+00:00,PT60M
0,2016-12-03T03:00:00+00:00,PT60M
0,2016-12-03T04:00:00+00:00,PT60M
0,2016-12-03T05:00:00+00:00,PT60M
0,2016-12-03T06:00:00+00:00,PT60M
0,2016-12-03T07:00:00+00:00,PT60M
37,2016-12-03T08:00:00+00:00,PT60M
149,2016-12-03T09:00:00+00:00,PT60M
252,2016-12-03T10:00:00+00:00,PT60M
256,2016-12-03T11:00:00+00:00,PT60M
245,2016-12-03T12:00:00+00:00,PT60M
208,2016-12-03T13:00:00+00:00,PT60M
227,2016-12-03T14:00:00+00:00,PT60M
172,2016-12-03T15:00:00+00:00,PT60M
114,2016-12-03T16:00:00+00:00,PT60M
14,2016-12-03T17:00:00+00:00,PT60M
0,2016-12-03T18:00:00+00:00,PT60M
0,2016-12-03T19:00:00+00:00,PT60M
0,2016-12-03T20:00:00+00:00,PT60M
0,2016-12-03T21:00:00+00:00,PT60M
0,2016-12-03T22:00:00+00:00,PT60M
0,2016-12-03T23:00:00+00:00,PT60M
0,2016-12-04T00:00:00+00:00,PT60M
0,2016-12-04T01:00:00+00:00,PT60M
0,2016-12-04T02:00:00+00:00,PT60M
0,2016-12-04T03:00:00+00:00,PT60M
0,2016-12-04T04:00:00+00:00,PT60M
0,2016-12-04T05:00:00+00:00,PT60M
0,2016-12-04T06:00:00+00:00,PT60M
0,2016-12-04T07:00:00+00:00,PT60M
7,2016-12-04T08:00:00+00:00,PT60M
59,2016-12-04T09:00:00+00:00,PT60M
63,2016-12-04T10:00:00+00:00,PT60M
103,2016-12-04T11:00:00+00:00,PT60M
105,2016-12-04T12:00:00+00:00,PT60M
101,2016-12-04T13:00:00+00:00,PT60M
83,2016-12-04T14:00:00+00:00,PT60M
81,2016-12-04T15:00:00+00:00,PT60M
44,2016-12-04T16:00:00+00:00,PT60M
5,2016-12-04T17:00:00+00:00,PT60M
0,2016-12-04T18:00:00+00:00,PT60M
0,2016-12-04T19:00:00+00:00,PT60M
0,2016-12-04T20:00:00+00:00,PT60M
0,2016-12-04T21:00:00+00:00,PT60M
0,2016-12-04T22:00:00+00:00,PT60M
0,2016-12-04T23:00:00+00:00,PT60M
0,2016-12-05T00:00:00+00:00,PT60M
0,2016-12-05T01:00:00+00:00,PT60M
0,2016-12-05T02:00:00+00:00,PT60M
0,2016-12-05T03:00:00+00:00,PT60M
0,2016-12-05T04:00:00+00:00,PT60M
0,2016-12-05T05:00:00+00:00,PT60M
0,2016-12-05T06:00:00+00:00,PT60M
0,2016-12-05T07:00:00+00:00,PT60M
5,2016-12-05T08:00:00+00:00,PT60M
52,2016-12-05T09:00:00+00:00,PT60M
111,2016-12-05T10:00:00+00:00,PT60M
253,2016-12-05T11:00:00+00:00,PT60M
214,2016-12-05T12:00:00+00:00,PT60M
142,2016-12-05T13:00:00+00:00,PT60M
122,2016-12-05T14:00:00+00:00,PT60M
179,2016-12-05T15:00:00+00:00,PT60M
54,2016-12-05T16:00:00+00:00,PT60M
5,2016-12-05T17:00:00+00:00,PT60M
0,2016-12-05T18:00:00+00:00,PT60M
0,2016-12-05T19:00:00+00:00,PT60M
0,2016-12-05T20:00:00+00:00,PT60M
0,2016-12-05T21:00:00+00:00,PT60M
0,2016-12-05T22:00:00+00:00,PT60M
0,2016-12-05T23:00:00+00:00,PT60M
0,2016-12-06T00:00:00+00:00,PT60M
0,2016-12-06T01:00:00+00:00,PT60M
0,2016-12-06T02:00:00+00:00,PT60M
0,2016-12-06T03:00:00+00:00,PT60M
0,2016-12-06T04:00:00+00:00,PT60M
0,2016-12-06T05:00:00+00:00,PT60M
0,2016-12-06T06:00:00+00:00,PT60M
0,2016-12-06T07:00:00+00:00,PT60M
37,2016-12-06T08:00:00+00:00,PT60M
167,2016-12-06T09:00:00+00:00,PT60M
304,2016-12-06T10:00:00+00:00,PT60M
423,2016-12-06T11:00:00+00:00,PT60M
477,2016-12-06T12:00:00+00:00,PT60M
468,2016-12-06T13:00:00+00:00,PT60M
406,2016-12-06T14:00:00+00:00,PT60M
278,2016-12-06T15:00:00+00:00,PT60M
148,2016-12-06T16:00:00+00:00,PT60M
21,2016-12-06T17:00:00+00:00,PT60M
0,2016-12-06T18:00:00+00:00,PT60M
0,2016-12-06T19:00:00+00:00,PT60M
0,2016-12-06T20:00:00+00:00,PT60M
0,2016-12-06T21:00:00+00:00,PT60M
0,2016-12-06T22:00:00+00:00,PT60M
0,2016-12-06T23:00:00+00:00,PT60M
0,2016-12-07T00:00:00+00:00,PT60M
0,2016-12-07T01:00:00+00:00,PT60M
0,2016-12-07T02:00:00+00:00,PT60M
0,2016-12-07T03:00:00+00:00,PT60M
0,2016-12-07T04:00:00+00:00,PT60M
0,2016-12-07T05:00:00+00:00,PT60M
0,2016-12-07T06:00:00+00:00,PT60M
0,2016-12-07T07:00:00+00:00,PT60M
40,2016-12-07T08:00:00+00:00,PT60M
188,2016-12-07T09:00:00+00:00,PT60M
333,2016-12-07T10:00:00+00:00,PT60M
438,2016-12-07T11:00:00+00:00,PT60M
491,2016-12-07T12:00:00+00:00,PT60M
454,2016-12-07T13:00:00+00:00,PT60M
302,2016-12-07T14:00:00+00:00,PT60M
256,2016-12-07T15:00:00+00:00,PT60M
117,2016-12-07T16:00:00+00:00,PT60M
18,2016-12-07T17:00:00+00:00,PT60M
0,2016-12-07T18:00:00+00:00,PT60M
0,2016-12-07T19:00:00+00:00,PT60M
0,2016-12-07T20:00:00+00:00,PT60M
0,2016-12-07T21:00:00+00:00,PT60M
0,2016-12-07T22:00:00+00:00,PT60M
0,2016-12-07T23:00:00+00:00,PT60M
0,2016-12-08T00:00:00+00:00,PT60M
0,2016-12-08T01:00:00+00:00,PT60M
0,2016-12-08T02:00:00+00:00,PT60M
0,2016-12-08T03:00:00+00:00,PT60M
0,2016-12-08T04:00:00+00:00,PT60M
0,2016-12-08T05:00:00+00:00,PT60M
0,2016-12-08T06:00:00+00:00,PT60M
0,2016-12-08T07:00:00+00:00,PT60M
22,2016-12-08T08:00:00+00:00,PT60M
166,2016-12-08T09:00:00+00:00,PT60M
311,2016-12-08T10:00:00+00:00,PT60M
432,2016-12-08T11:00:00+00:00,PT60M
447,2016-12-08T12:00:00+00:00,PT60M
383,2016-12-08T13:00:00+00:00,PT60M
333,2016-12-08T14:00:00+00:00,PT60M
163,2016-12-08T15:00:00+00:00,PT60M
88,2016-12-08T16:00:00+00:00,PT60M
21,2016-12-08T17:00:00+00:00,PT60M
0,2016-12-08T18:00:00+00:00,PT60M
0,2016-12-08T19:00:00+00:00,PT60M
0,2016-12-08T20:00:00+00:00,PT60M
0,2016-12-08T21:00:00+00:00,PT60M
0,2016-12-08T22:00:00+00:00,PT60M
0,2016-12-08T23:00:00+00:00,PT60M
0,2016-12-09T00:00:00+00:00,PT60M
0,2016-12-09T01:00:00+00:00,PT60M
0,2016-12-09T02:00:00+00:00,PT60M
0,2016-12-09T03:00:00+00:00,PT60M
0,2016-12-09T04:00:00+00:00,PT60M
0,2016-12-09T05:00:00+00:00,PT60M
0,2016-12-09T06:00:00+00:00,PT60M
0,2016-12-09T07:00:00+00:00,PT60M
16,2016-12-09T08:00:00+00:00,PT60M
64,2016-12-09T09:00:00+00:00,PT60M
78,2016-12-09T10:00:00+00:00,PT60M
96,2016-12-09T11:00:00+00:00,PT60M
142,2016-12-09T12:00:00+00:00,PT60M
226,2016-12-09T13:00:00+00:00,PT60M
252,2016-12-09T14:00:00+00:00,PT60M
183,2016-12-09T15:00:00+00:00,PT60M
120,2016-12-09T16:00:00+00:00,PT60M
13,2016-12-09T17:00:00+00:00,PT60M
0,2016-12-09T18:00:00+00:00,PT60M
0,2016-12-09T19:00:00+00:00,PT60M
0,2016-12-09T20:00:00+00:00,PT60M
0,2016-12-09T21:00:00+00:00,PT60M
0,2016-12-09T22:00:00+00:00,PT60M
0,2016-12-09T23:00:00+00:00,PT60M
0,2016-12-10T00:00:00+00:00,PT60M
0,2016-12-10T01:00:00+00:00,PT60M
0,2016-12-10T02:00:00+00:00,PT60M
0,2016-12-10T03:00:00+00:00,PT60M
0,2016-12-10T04:00:00+00:00,PT60M
0,2016-12-10T05:00:00+00:00,PT60M
0,2016-12-10T06:00:00+00:00,PT60M
0,2016-12-10T07:00:00+00:00,PT60M
20,2016-12-10T08:00:00+00:00,PT60M
86,2016-12-10T09:00:00+00:00,PT60M
220,2016-12-10T10:00:00+00:00,PT60M
206,2016-12-10T11:00:00+00:00,PT60M
210,2016-12-10T12:00:00+00:00,PT60M
114,2016-12-10T13:00:00+00:00,PT60M
152,2016-12-10T14:00:00+00:00,PT60M
180,2016-12-10T15:00:00+00:00,PT60M
122,2016-12-10T16:00:00+00:00,PT60M
20,2016-12-10T17:00:00+00:00,PT60M
0,2016-12-10T18:00:00+00:00,PT60M
0,2016-12-10T19:00:00+00:00,PT60M
0,2016-12-10T20:00:00+00:00,PT60M
0,2016-12-10T21:00:00+00:00,PT60M
0,2016-12-10T22:00:00+00:00,PT60M
0,2016-12-10T23:00:00+00:00,PT60M
0,2016-12-11T00:00:00+00:00,PT60M
0,2016-12-11T01:00:00+00:00,PT60M
0,2016-12-11T02:00:00+00:00,PT60M
0,2016-12-11T03:00:00+00:00,PT60M
0,2016-12-11T04:00:00+00:00,PT60M
0,2016-12-11T05:00:00+00:00,PT60M
0,2016-12-11T06:00:00+00:00,PT60M
0,2016-12-11T07:00:00+00:00,PT60M
26,2016-12-11T08:00:00+00:00,PT60M
156,2016-12-11T09:00:00+00:00,PT60M
296,2016-12-11T10:00:00+00:00,PT60M
419,2016-12-11T11:00:00+00:00,PT60M
475,2016-12-11T12:00:00+00:00,PT60M
475,2016-12-11T13:00:00+00:00,PT60M
415,2016-12-11T14:00:00+00:00,PT60M
304,2016-12-11T15:00:00+00:00,PT60M
156,2016-12-11T16:00:00+00:00,PT60M
22,2016-12-11T17:00:00+00:00,PT60M
0,2016-12-11T18:00:00+00:00,PT60M
0,2016-12-11T19:00:00+00:00,PT60M
0,2016-12-11T20:00:00+00:00,PT60M
0,2016-12-11T21:00:00+00:00,PT60M
0,2016-12-11T22:00:00+00:00,PT60M
0,2016-12-11T23:00:00+00:00,PT60M
0,2016-12-12T00:00:00+00:00,PT60M
0,2016-12-12T01:00:00+00:00,PT60M
0,2016-12-12T02:00:00+00:00,PT60M
0,2016-12-12T03:00:00+00:00,PT60M
0,2016-12-12T04:00:00+00:00,PT60M
0,2016-12-12T05:00:00+00:00,PT60M
0,2016-12-12T06:00:00+00:00,PT60M
0,2016-12-12T07:00:00+00:00,PT60M
30,2016-12-12T08:00:00+00:00,PT60M
178,2016-12-12T09:00:00+00:00,PT60M
325,2016-12-12T10:00:00+00:00,PT60M
433,2016-12-12T11:00:00+00:00,PT60M
489,2016-12-12T12:00:00+00:00,PT60M
486,2016-12-12T13:00:00+00:00,PT60M
424,2016-12-12T14:00:00+00:00,PT60M
310,2016-12-12T15:00:00+00:00,PT60M
160,2016-12-12T16:00:00+00:00,PT60M
23,2016-12-12T17:00:00+00:00,PT60M
0,2016-12-12T18:00:00+00:00,PT60M
0,2016-12-12T19:00:00+00:00,PT60M
0,2016-12-12T20:00:00+00:00,PT60M
0,2016-12-12T21:00:00+00:00,PT60M
0,2016-12-12T22:00:00+00:00,PT60M
0,2016-12-12T23:00:00+00:00,PT60M
0,2016-12-13T00:00:00+00:00,PT60M
0,2016-12-13T01:00:00+00:00,PT60M
0,2016-12-13T02:00:00+00:00,PT60M
0,2016-12-13T03:00:00+00:00,PT60M
0,2016-12-13T04:00:00+00:00,PT60M
0,2016-12-13T05:00:00+00:00,PT60M
0,2016-12-13T06:00:00+00:00,PT60M
0,2016-12-13T07:00:00+00:00,PT60M
17,2016-12-13T08:00:00+00:00,PT60M
89,2016-12-13T09:00:00+00:00,PT60M
232,2016-12-13T10:00:00+00:00,PT60M
334,2016-12-13T11:00:00+00:00,PT60M
347,2016-12-13T12:00:00+00:00,PT60M
291,2016-12-13T13:00:00+00:00,PT60M
210,2016-12-13T14:00:00+00:00,PT60M
240,2016-12-13T15:00:00+00:00,PT60M
140,2016-12-13T16:00:00+00:00,PT60M
20,2016-12-13T17:00:00+00:00,PT60M
0,2016-12-13T18:00:00+00:00,PT60M
0,2016-12-13T19:00:00+00:00,PT60M
0,2016-12-13T20:00:00+00:00,PT60M
0,2016-12-13T21:00:00+00:00,PT60M
0,2016-12-13T22:00:00+00:00,PT60M
0,2016-12-13T23:00:00+00:00,PT60M
0,2016-12-14T00:00:00+00:00,PT60M
0,2016-12-14T01:00:00+00:00,PT60M
0,2016-12-14T02:00:00+00:00,PT60M
0,2016-12-14T03:00:00+00:00,PT60M
0,2016-12-14T04:00:00+00:00,PT60M
0,2016-12-14T05:00:00+00:00,PT60M
0,2016-12-14T06:00:00+00:00,PT60M
0,2016-12-14T07:00:00+00:00,PT60M
20,2016-12-14T08:00:00+00:00,PT60M
150,2016-12-14T09:00:00+00:00,PT60M
216,2016-12-14T10:00:00+00:00,PT60M
323,2016-12-14T11:00:00+00:00,PT60M
442,2016-12-14T12:00:00+00:00,PT60M
451,2016-12-14T13:00:00+00:00,PT60M
405,2016-12-14T14:00:00+00:00,PT60M
295,2016-12-14T15:00:00+00:00,PT60M
135,2016-12-14T16:00:00+00:00,PT60M
21,2016-12-14T17:00:00+00:00,PT60M
0,2016-12-14T18:00:00+00:00,PT60M
